TQ1,TQ2,TQ3,TQ4,TQ5,TQ6,TQ7,TQ8,TQ9,TQ10,TQ11,TQ12,TQ13,TQ14,TQ15,TQ16,SUM_T,%100_T
3,4,4,3,1,1,1,4,1,2,2,4,4,4,1,4,43,68.25396825396825
3,3,3,4,4,4,4,1,1,3,1,2,4,1,4,4,46,73.01587301587301
2,4,2,3,4,1,4,1,2,2,3,3,1,1,3,3,39,61.9047619047619
3,1,2,3,4,4,1,4,2,2,3,4,3,4,3,4,47,74.6031746031746
3,2,2,4,1,1,1,4,4,4,2,3,1,4,2,1,39,61.9047619047619
3,1,3,2,1,4,4,1,1,2,1,4,1,1,4,1,34,53.96825396825397
2,2,1,4,1,1,4,4,3,1,3,1,4,1,3,1,36,57.14285714285714
3,3,2,3,4,1,4,1,2,3,2,1,1,4,2,4,40,63.49206349206349
4,1,4,3,1,1,4,1,1,3,1,2,2,1,3,3,35,55.55555555555555
1,1,1,1,4,4,1,4,4,1,2,3,1,4,1,2,35,55.55555555555555
4,3,1,2,4,1,1,4,3,3,3,1,4,1,2,2,39,61.9047619047619
1,3,3,2,4,4,1,4,2,4,1,3,2,4,3,3,44,69.84126984126983
2,1,2,3,4,1,4,4,4,1,1,4,4,4,4,1,44,69.84126984126983
1,3,4,4,4,4,4,4,1,3,3,4,3,1,1,4,48,76.19047619047619
4,2,1,4,4,1,1,4,1,3,3,1,1,4,3,3,40,63.49206349206349
2,3,3,3,1,1,4,4,3,1,2,2,1,1,1,3,35,55.55555555555555
1,1,4,4,4,1,4,1,2,1,2,1,3,4,3,4,40,63.49206349206349
4,3,4,3,4,4,1,1,2,1,1,2,3,1,2,3,39,61.9047619047619
2,2,2,1,4,1,1,4,1,1,1,1,2,1,3,3,30,47.61904761904761
4,1,1,1,4,4,1,1,1,2,2,4,2,1,4,3,36,57.14285714285714
1,4,2,4,1,1,1,4,4,3,1,1,2,1,2,1,33,52.38095238095238
2,1,1,4,1,1,1,4,2,2,3,4,1,4,3,4,38,60.31746031746032
2,3,3,3,4,1,4,1,3,4,3,4,1,1,2,1,40,63.49206349206349
2,1,3,4,4,1,4,4,2,2,2,3,2,4,2,2,42,66.66666666666666
1,2,3,3,1,4,1,1,2,2,2,3,2,4,4,2,37,58.73015873015873
2,3,2,2,4,1,4,1,3,4,2,3,3,1,3,4,42,66.66666666666666
4,4,4,1,1,4,1,4,4,3,2,1,4,1,1,2,41,65.07936507936508
1,3,1,4,1,1,4,1,4,1,2,3,2,4,4,2,38,60.31746031746032
1,2,2,3,1,4,4,4,1,3,3,1,4,4,2,3,42,66.66666666666666
4,4,3,2,4,1,4,4,4,4,3,2,1,4,2,3,49,77.77777777777777
4,1,1,2,1,4,4,4,2,2,3,3,1,1,1,2,36,57.14285714285714
3,1,2,2,1,4,4,4,3,2,2,3,3,4,2,3,43,68.25396825396825
4,2,3,3,4,4,4,4,4,4,3,1,4,1,2,3,50,79.36507936507937
2,1,3,3,4,1,1,1,4,4,3,1,3,1,3,2,37,58.73015873015873
1,2,2,3,4,4,1,1,2,3,1,2,2,4,2,3,37,58.73015873015873
4,3,4,4,1,4,1,1,4,3,3,3,3,4,4,1,47,74.6031746031746
2,1,4,4,4,4,1,1,4,4,1,1,1,1,2,4,39,61.9047619047619
1,4,3,2,1,4,1,4,4,2,1,2,3,4,3,3,42,66.66666666666666
4,1,3,3,4,4,1,1,2,4,3,2,1,4,4,2,43,68.25396825396825
1,3,3,2,1,4,1,4,2,2,1,2,1,1,2,1,31,49.2063492063492
3,3,4,4,4,1,4,1,1,4,3,1,2,1,4,1,41,65.07936507936508
2,2,3,4,4,1,1,1,2,2,1,3,2,4,3,4,39,61.9047619047619
4,1,3,1,4,4,1,1,3,1,2,2,1,4,4,1,37,58.73015873015873
1,1,2,3,1,4,1,1,2,4,3,4,1,4,3,4,39,61.9047619047619
2,2,3,2,1,1,1,4,3,2,1,3,4,1,3,4,37,58.73015873015873
3,4,2,1,1,4,4,4,4,1,2,1,4,4,4,2,45,71.42857142857143
4,2,2,1,1,4,4,1,1,3,2,3,2,1,2,3,36,57.14285714285714
3,1,2,4,1,1,4,1,4,3,2,3,2,4,3,2,40,63.49206349206349
4,4,2,2,1,4,1,1,4,4,1,2,2,4,1,4,41,65.07936507936508
4,3,3,1,1,4,1,1,2,1,1,4,4,4,1,3,38,60.31746031746032
4,3,1,2,4,4,4,1,1,2,2,1,3,4,1,1,38,60.31746031746032
1,3,4,3,4,4,1,1,2,3,2,1,4,1,4,3,41,65.07936507936508
3,2,2,4,4,1,1,4,1,3,3,3,3,1,1,4,40,63.49206349206349
2,4,1,2,1,1,1,4,3,3,1,2,1,1,2,2,31,49.2063492063492
4,3,4,3,4,1,1,1,1,1,3,4,4,1,4,2,41,65.07936507936508
4,3,4,1,4,4,1,4,3,1,1,1,1,1,2,3,38,60.31746031746032
2,2,4,2,4,1,4,4,4,1,3,4,4,4,3,1,47,74.6031746031746
4,1,3,1,4,4,4,1,2,2,1,2,2,1,3,3,38,60.31746031746032
1,2,1,4,1,4,4,4,2,4,3,4,4,4,1,1,44,69.84126984126983
2,2,1,4,1,1,4,1,4,3,1,2,2,4,3,2,37,58.73015873015873
1,2,3,2,4,4,1,4,1,1,3,2,4,4,1,4,41,65.07936507936508
4,3,2,1,1,1,4,4,4,3,1,2,4,4,3,4,45,71.42857142857143
1,4,3,4,1,1,1,1,1,2,3,3,1,4,1,3,34,53.96825396825397
3,3,4,1,4,4,1,4,3,3,3,1,2,4,2,2,44,69.84126984126983
2,3,1,2,1,1,1,4,2,3,1,4,3,4,4,3,39,61.9047619047619
2,4,4,1,4,1,4,1,4,2,3,1,1,1,1,2,36,57.14285714285714
1,3,3,1,4,4,4,4,2,4,2,3,4,4,2,2,47,74.6031746031746
2,3,1,1,4,1,4,4,4,1,1,1,2,4,2,3,38,60.31746031746032
2,3,1,2,1,1,1,4,2,2,1,2,1,4,1,3,31,49.2063492063492
2,3,4,2,1,1,4,4,2,4,2,1,4,1,4,1,40,63.49206349206349
2,3,4,2,1,4,1,4,3,3,2,1,4,1,2,2,39,61.9047619047619
3,2,1,1,4,4,4,1,3,2,3,1,4,1,1,2,37,58.73015873015873
2,4,2,1,1,1,4,1,4,4,3,1,3,4,2,2,39,61.9047619047619
2,3,4,3,4,4,1,4,3,4,3,4,3,1,1,2,46,73.01587301587301
2,4,1,4,1,4,4,1,3,3,2,2,2,4,4,1,42,66.66666666666666
1,4,1,1,4,1,1,4,3,2,3,3,2,4,1,3,38,60.31746031746032
2,3,2,2,4,1,4,4,2,3,2,4,3,1,2,2,41,65.07936507936508
4,2,4,4,1,1,1,1,2,1,2,3,2,4,1,2,35,55.55555555555555
1,3,3,3,4,4,1,4,1,2,2,1,1,4,1,1,36,57.14285714285714
4,3,3,2,1,4,4,1,1,3,2,1,1,1,2,2,35,55.55555555555555
2,4,2,3,1,4,1,4,2,3,1,3,4,4,1,2,41,65.07936507936508
4,3,1,2,1,1,1,4,1,3,3,1,3,4,4,1,37,58.73015873015873
4,2,4,4,4,1,4,1,4,2,1,3,3,4,4,1,46,73.01587301587301
3,4,4,3,1,4,4,4,2,4,3,2,3,4,4,2,51,80.95238095238095
3,1,3,2,4,1,4,4,3,2,3,2,2,4,1,3,42,66.66666666666666
2,4,2,2,1,4,1,4,4,2,2,1,2,4,4,4,43,68.25396825396825
4,1,2,1,1,1,1,4,2,1,2,4,2,1,2,2,31,49.2063492063492
2,3,3,3,1,4,1,4,2,4,2,3,2,1,4,4,43,68.25396825396825
3,1,1,2,1,1,4,4,3,1,1,4,2,4,4,1,37,58.73015873015873
4,1,1,1,1,1,4,4,3,2,1,1,3,1,2,1,31,49.2063492063492
1,2,1,2,1,1,1,1,2,3,2,1,3,4,3,3,31,49.2063492063492
1,2,1,2,4,1,4,4,3,3,3,2,4,4,3,4,45,71.42857142857143
1,3,3,1,1,1,1,1,3,1,2,3,3,4,4,2,34,53.96825396825397
4,3,1,2,1,4,1,1,4,1,1,3,4,4,2,1,37,58.73015873015873
3,3,4,3,1,4,1,4,4,2,1,3,1,1,1,1,37,58.73015873015873
2,2,4,4,4,4,1,4,1,3,2,1,1,1,4,2,40,63.49206349206349
3,3,3,1,1,1,4,1,3,1,1,3,3,4,1,3,36,57.14285714285714
1,1,4,1,1,1,1,1,1,2,1,1,1,4,3,3,27,42.85714285714285
1,2,2,1,4,4,4,4,1,2,1,3,3,1,2,1,36,57.14285714285714
1,1,3,1,4,1,4,4,2,1,1,1,3,1,2,3,33,52.38095238095238
3,3,1,2,1,1,1,4,3,1,2,3,4,1,1,2,33,52.38095238095238
2,1,2,2,1,1,4,4,2,2,2,1,4,4,2,1,35,55.55555555555555
1,1,3,3,1,1,1,1,4,2,3,4,3,4,4,4,40,63.49206349206349
3,1,2,2,1,1,4,4,4,3,1,3,4,1,2,4,40,63.49206349206349
2,1,1,1,1,1,1,1,2,2,1,4,1,1,4,4,28,44.44444444444444
1,1,1,3,4,1,4,4,3,1,1,3,3,1,2,2,35,55.55555555555555
2,1,4,4,4,4,4,4,4,2,2,2,4,1,3,4,49,77.77777777777777
4,1,4,4,4,1,1,4,4,4,3,3,4,1,4,1,47,74.6031746031746
4,2,3,3,4,4,4,1,2,1,3,3,2,1,3,2,42,66.66666666666666
4,2,4,3,1,1,4,1,1,4,3,1,2,4,4,4,43,68.25396825396825
1,4,3,4,1,1,1,4,4,3,2,4,3,1,1,1,38,60.31746031746032
2,4,3,2,1,1,1,1,2,1,3,2,4,4,4,1,36,57.14285714285714
3,4,4,4,4,1,1,4,2,3,3,4,4,4,3,3,51,80.95238095238095
4,1,2,4,4,4,4,4,4,3,2,1,3,4,3,4,51,80.95238095238095
4,1,4,3,4,4,4,4,3,2,3,2,3,4,1,4,50,79.36507936507937
4,2,3,3,4,4,1,1,2,2,2,1,4,4,1,1,39,61.9047619047619
2,2,4,2,1,1,4,1,2,1,1,4,2,1,4,1,33,52.38095238095238
2,3,3,3,1,4,4,4,1,2,3,1,2,1,2,3,39,61.9047619047619
4,4,4,2,1,4,1,1,3,4,3,1,4,4,2,2,44,69.84126984126983
4,4,4,4,1,1,1,4,4,2,2,3,4,1,1,3,43,68.25396825396825
1,4,4,1,1,1,4,4,4,4,1,3,2,1,1,1,37,58.73015873015873
4,4,1,1,4,4,4,4,4,2,3,3,4,4,2,2,50,79.36507936507937
1,1,3,1,1,4,1,1,2,2,3,4,4,4,3,4,39,61.9047619047619
3,4,2,3,1,4,1,1,3,2,3,2,2,4,4,4,43,68.25396825396825
3,3,4,2,4,4,1,4,1,1,1,4,2,1,1,3,39,61.9047619047619
2,2,2,4,4,4,4,4,2,1,3,1,4,1,1,1,40,63.49206349206349
2,2,2,1,4,1,1,4,2,3,2,2,1,1,4,1,33,52.38095238095238
2,3,4,2,4,4,1,4,2,1,2,2,3,4,2,3,43,68.25396825396825
4,2,3,2,1,1,1,4,4,2,1,4,2,4,2,2,39,61.9047619047619
2,1,4,4,1,1,1,1,4,2,2,1,3,1,3,3,34,53.96825396825397
3,3,2,4,4,4,4,1,4,1,2,4,4,1,3,4,48,76.19047619047619
2,4,1,4,1,4,4,1,3,2,2,2,1,1,3,2,37,58.73015873015873
1,2,3,3,1,1,4,4,3,4,1,2,4,4,1,3,41,65.07936507936508
3,3,1,1,1,1,1,1,4,3,3,4,3,1,2,4,36,57.14285714285714
3,2,1,3,1,1,4,4,2,4,2,3,2,4,3,3,42,66.66666666666666
1,2,3,2,4,4,1,4,1,1,3,1,4,4,4,4,43,68.25396825396825
3,4,1,1,4,4,4,1,3,1,1,1,2,1,3,4,38,60.31746031746032
3,2,1,4,1,1,1,4,4,4,2,1,2,1,2,1,34,53.96825396825397
1,3,4,2,1,1,1,1,3,4,1,2,2,1,4,1,32,50.79365079365079
1,4,2,4,4,1,1,1,2,4,1,2,1,1,3,4,36,57.14285714285714
2,2,2,3,4,1,1,4,3,3,1,1,3,1,4,2,37,58.73015873015873
4,1,2,2,4,1,1,4,1,1,3,2,2,1,3,2,34,53.96825396825397
3,4,3,1,1,1,4,1,4,2,2,3,3,1,3,1,37,58.73015873015873
3,1,2,1,4,4,4,4,2,1,2,3,2,4,4,4,45,71.42857142857143
4,4,3,1,1,4,4,4,3,1,1,2,4,4,3,4,47,74.6031746031746
2,3,3,2,4,4,1,1,1,3,2,4,1,4,2,3,40,63.49206349206349
3,2,1,2,4,4,4,4,2,3,1,3,2,4,1,2,42,66.66666666666666
2,1,1,2,1,4,4,1,4,4,2,4,4,1,4,2,41,65.07936507936508
1,3,4,2,1,4,4,1,2,4,2,1,3,4,4,4,44,69.84126984126983
4,2,4,2,1,1,4,1,3,1,1,1,4,1,1,4,35,55.55555555555555
1,3,3,3,4,4,1,1,1,1,2,1,4,1,3,1,34,53.96825396825397
1,4,2,1,4,1,1,4,2,2,2,4,2,1,4,4,39,61.9047619047619
2,2,1,2,4,1,1,1,2,4,2,2,2,4,3,4,37,58.73015873015873
3,2,3,3,4,4,1,1,1,2,1,3,1,1,1,1,32,50.79365079365079
1,4,1,1,1,1,1,4,2,2,2,2,1,1,4,3,31,49.2063492063492
3,4,3,1,1,4,4,4,4,3,2,4,1,1,3,3,45,71.42857142857143
4,4,4,2,1,1,1,4,4,4,3,4,1,4,2,2,45,71.42857142857143
3,4,1,3,4,4,4,1,1,1,2,3,3,4,4,3,45,71.42857142857143
3,4,4,1,4,4,1,4,2,1,3,2,2,1,3,1,40,63.49206349206349
2,3,1,3,1,1,4,1,2,2,2,3,2,4,4,4,39,61.9047619047619
1,4,2,2,1,1,1,4,1,1,1,4,2,4,4,3,36,57.14285714285714
3,3,3,1,4,4,1,1,2,4,1,3,3,4,1,3,41,65.07936507936508
3,1,2,1,1,4,1,1,3,2,3,1,2,4,3,2,34,53.96825396825397
1,2,3,1,1,1,4,1,1,2,1,1,3,1,3,1,27,42.85714285714285
1,4,3,3,1,4,1,4,4,1,1,1,1,4,1,1,35,55.55555555555555
4,1,4,3,4,1,4,4,2,3,2,3,3,1,1,4,44,69.84126984126983
4,3,2,1,4,1,4,4,4,1,3,4,1,1,4,4,45,71.42857142857143
2,3,4,3,1,1,4,1,3,4,3,1,4,4,1,2,41,65.07936507936508
1,1,3,2,4,4,4,4,4,3,2,3,1,4,3,3,46,73.01587301587301
3,3,3,3,1,4,1,4,2,2,3,3,1,1,1,1,36,57.14285714285714
1,2,1,3,1,4,1,1,3,1,3,1,1,1,1,4,29,46.03174603174603
4,4,2,4,1,4,1,1,4,2,1,4,4,4,1,1,42,66.66666666666666
4,2,2,2,4,4,1,4,3,1,3,3,4,4,4,3,48,76.19047619047619
3,3,3,4,1,1,4,4,1,2,3,1,4,4,3,4,45,71.42857142857143
4,3,2,3,1,1,1,1,1,3,3,3,2,1,4,3,36,57.14285714285714
2,2,1,2,1,4,1,1,1,2,2,4,4,1,3,1,32,50.79365079365079
4,4,4,2,4,4,4,1,4,3,3,3,4,1,1,1,47,74.6031746031746
2,3,3,3,1,1,4,1,2,3,1,3,1,4,1,4,37,58.73015873015873
4,2,3,4,4,1,1,4,2,1,2,1,1,1,1,4,36,57.14285714285714
1,4,1,3,4,1,4,4,1,2,2,3,4,4,4,4,46,73.01587301587301
2,3,3,2,1,1,1,1,2,3,1,2,1,1,2,3,29,46.03174603174603
2,4,3,1,1,4,1,4,4,3,2,1,1,1,2,2,36,57.14285714285714
2,1,1,4,1,4,1,4,3,3,3,2,3,1,2,3,38,60.31746031746032
2,2,1,4,1,4,4,1,4,3,2,3,1,4,3,2,41,65.07936507936508
1,3,1,3,4,4,4,4,4,2,2,2,1,1,3,2,41,65.07936507936508
3,3,1,4,4,1,4,1,2,2,3,4,4,1,2,3,42,66.66666666666666
1,4,1,4,4,4,4,4,1,3,3,1,1,4,2,4,45,71.42857142857143
4,1,1,1,4,4,1,4,1,4,2,1,3,1,3,2,37,58.73015873015873
4,3,2,4,4,1,1,4,4,3,3,4,3,4,1,2,47,74.6031746031746
3,4,2,2,4,4,1,1,4,2,1,1,4,1,1,4,39,61.9047619047619
4,3,4,3,1,1,4,1,3,4,3,4,2,1,3,1,42,66.66666666666666
4,2,3,4,4,4,1,4,3,4,1,1,4,1,1,1,42,66.66666666666666
3,4,1,3,4,4,4,4,3,3,1,4,1,1,3,2,45,71.42857142857143
1,4,3,4,1,1,1,4,2,4,2,2,2,1,1,3,36,57.14285714285714
4,1,2,4,1,1,1,4,3,4,3,2,4,4,3,2,43,68.25396825396825
4,4,1,2,4,4,4,1,3,1,1,2,3,4,1,4,43,68.25396825396825
1,2,4,2,4,4,1,4,2,3,3,2,4,1,3,1,41,65.07936507936508
1,2,3,2,1,4,4,4,4,1,1,2,1,1,2,3,36,57.14285714285714
1,3,2,2,1,4,4,4,2,1,3,2,4,1,1,4,39,61.9047619047619
3,1,1,3,4,1,1,4,4,4,2,4,2,4,3,1,42,66.66666666666666
3,1,2,3,4,4,4,1,3,3,2,2,2,1,1,3,39,61.9047619047619
1,2,2,3,4,4,4,4,4,4,2,3,1,1,2,4,45,71.42857142857143
1,1,2,1,1,4,1,4,1,3,3,1,1,4,1,2,31,49.2063492063492
2,1,1,2,1,4,1,4,4,3,2,4,3,1,3,2,38,60.31746031746032
4,3,2,4,4,4,4,1,1,3,1,1,2,4,4,3,45,71.42857142857143
4,2,2,1,4,4,4,4,1,1,1,3,1,4,4,1,41,65.07936507936508
1,3,4,1,1,1,4,4,1,1,1,1,3,1,4,4,35,55.55555555555555
2,1,4,3,1,1,1,4,3,2,2,4,3,4,3,4,42,66.66666666666666
1,3,4,1,4,4,1,1,2,1,2,4,3,1,4,4,40,63.49206349206349
1,4,4,3,4,1,1,1,1,1,1,1,1,1,2,4,31,49.2063492063492
3,2,4,4,4,1,4,4,2,4,2,2,2,4,2,4,48,76.19047619047619
3,2,3,3,1,1,4,1,3,4,3,4,4,4,1,3,44,69.84126984126983
2,4,2,4,4,1,1,1,1,2,1,2,1,4,1,4,35,55.55555555555555
2,2,1,2,4,4,1,4,2,3,2,3,4,1,2,2,39,61.9047619047619
1,2,4,2,1,4,1,4,3,3,2,1,1,1,4,4,38,60.31746031746032
3,4,4,4,4,1,4,4,2,2,1,2,2,4,3,1,45,71.42857142857143
2,3,3,2,1,4,4,4,4,3,3,4,2,1,3,4,47,74.6031746031746
4,4,2,2,1,1,4,4,1,3,3,3,1,4,3,1,41,65.07936507936508
3,4,1,3,1,1,4,1,1,4,2,1,3,1,3,3,36,57.14285714285714
2,3,2,1,1,1,4,4,1,2,2,1,2,4,2,2,34,53.96825396825397
1,4,4,4,4,1,1,1,1,2,1,2,3,4,4,4,41,65.07936507936508
3,4,1,3,1,1,4,1,2,3,2,2,2,1,3,4,37,58.73015873015873
2,2,2,1,1,1,1,1,4,3,1,1,2,4,3,4,33,52.38095238095238
3,4,2,1,4,1,4,1,3,1,1,2,3,1,3,3,37,58.73015873015873
2,1,2,1,1,4,4,1,4,1,3,3,2,4,4,1,38,60.31746031746032
3,3,1,2,4,4,4,4,4,4,1,2,2,1,3,2,44,69.84126984126983
2,3,4,2,4,1,1,4,3,2,1,1,3,1,3,4,39,61.9047619047619
4,3,1,4,4,1,1,4,4,4,3,2,3,1,1,1,41,65.07936507936508
2,4,1,1,4,4,4,1,2,4,1,3,2,4,3,1,41,65.07936507936508
3,4,2,3,4,1,1,4,1,2,3,1,1,1,2,2,35,55.55555555555555
2,3,4,1,1,1,4,4,1,3,1,4,1,4,4,1,39,61.9047619047619
1,3,3,4,4,1,1,1,1,4,3,4,3,4,2,4,43,68.25396825396825
2,1,4,2,1,1,4,1,3,1,1,4,2,4,1,2,34,53.96825396825397
4,4,2,1,4,4,1,4,1,1,3,1,3,1,2,3,39,61.9047619047619
2,1,4,2,1,4,1,4,3,4,2,1,1,4,2,3,39,61.9047619047619
3,2,1,4,1,4,4,4,4,1,3,3,1,1,1,3,40,63.49206349206349
2,1,2,1,4,4,4,1,4,2,1,3,1,4,1,3,38,60.31746031746032
4,4,4,4,4,1,1,1,2,2,2,3,1,1,2,3,39,61.9047619047619
3,4,2,4,1,4,4,1,3,3,2,2,2,4,3,4,46,73.01587301587301
1,3,4,2,4,1,4,4,3,1,2,3,4,1,1,1,39,61.9047619047619
2,4,4,1,4,4,1,4,2,4,3,4,3,1,4,2,47,74.6031746031746
1,2,2,4,1,1,4,4,2,3,1,3,3,4,3,3,41,65.07936507936508
3,2,3,3,1,4,1,1,1,3,3,4,1,1,3,2,36,57.14285714285714
3,2,4,4,1,4,4,4,3,2,2,3,1,4,2,4,47,74.6031746031746
3,2,3,4,1,4,4,4,1,3,1,1,2,4,1,4,42,66.66666666666666
4,3,1,1,4,4,4,1,3,1,1,2,2,1,2,2,36,57.14285714285714
4,4,1,4,4,4,4,4,3,2,1,3,3,1,2,3,47,74.6031746031746
2,2,3,4,1,4,1,1,1,2,2,4,4,4,4,2,41,65.07936507936508
4,1,4,2,4,4,1,4,1,2,1,4,1,4,3,3,43,68.25396825396825
1,4,3,3,1,4,1,1,2,2,3,3,3,4,3,2,40,63.49206349206349
4,2,4,1,1,4,1,1,3,2,3,4,2,1,3,4,40,63.49206349206349
1,4,3,2,4,4,4,4,2,4,1,2,2,4,1,2,44,69.84126984126983
3,1,1,1,1,4,4,4,2,4,3,4,3,1,1,3,40,63.49206349206349
4,2,2,4,1,1,4,1,1,2,1,4,1,4,4,4,40,63.49206349206349
4,4,2,4,4,1,1,4,3,1,2,4,4,1,1,1,41,65.07936507936508
1,1,1,4,4,1,1,1,4,2,1,1,3,1,1,3,30,47.61904761904761
4,1,1,1,1,4,4,1,3,2,3,3,1,1,3,4,37,58.73015873015873
1,1,4,4,1,4,1,4,3,1,2,4,4,4,3,4,45,71.42857142857143
2,2,2,1,4,4,1,1,3,2,1,1,2,4,1,1,32,50.79365079365079
1,1,3,1,1,1,4,4,2,3,3,1,3,4,3,4,39,61.9047619047619
3,1,1,3,1,4,4,1,2,2,1,3,2,1,3,1,33,52.38095238095238
2,3,4,1,1,4,1,4,3,1,3,1,3,1,3,4,39,61.9047619047619
3,2,1,2,4,4,4,1,1,4,1,4,2,4,3,4,44,69.84126984126983
1,3,1,3,4,1,4,4,2,3,3,1,3,1,3,1,38,60.31746031746032
4,3,3,3,4,1,1,1,4,2,2,4,2,1,4,1,40,63.49206349206349
3,3,4,2,1,4,1,1,2,3,2,2,2,4,3,2,39,61.9047619047619
4,1,3,3,4,4,4,4,4,3,3,2,2,4,4,2,51,80.95238095238095
2,4,1,2,4,4,1,1,2,3,1,3,4,4,3,3,42,66.66666666666666
2,3,3,4,4,4,1,4,1,1,2,1,1,4,2,2,39,61.9047619047619
4,4,4,4,1,1,1,4,2,3,1,1,1,1,1,2,35,55.55555555555555
2,3,3,4,1,1,1,1,2,4,2,1,1,1,1,3,31,49.2063492063492
1,3,1,4,1,1,1,1,4,4,3,2,4,4,2,2,38,60.31746031746032
1,3,4,4,4,4,4,1,3,4,1,3,1,1,3,1,42,66.66666666666666
2,3,1,2,4,1,1,4,1,1,3,3,2,1,3,3,35,55.55555555555555
4,2,3,1,1,1,1,1,2,4,3,2,1,1,1,2,30,47.61904761904761
1,1,2,1,1,1,1,1,2,3,1,4,1,4,1,1,26,41.26984126984127
1,3,2,2,4,4,4,1,1,3,2,2,2,1,3,4,39,61.9047619047619
3,3,1,3,1,4,1,1,1,3,2,1,3,1,4,2,34,53.96825396825397
4,2,1,2,4,4,4,1,2,2,2,2,1,4,1,2,38,60.31746031746032
4,4,4,2,4,4,1,1,4,3,1,4,4,1,2,4,47,74.6031746031746
2,2,2,1,4,1,4,4,4,1,1,3,3,1,4,1,38,60.31746031746032
2,3,2,2,1,1,4,1,2,4,3,3,2,1,3,2,36,57.14285714285714
3,1,4,2,1,4,4,1,4,2,3,2,3,4,1,4,43,68.25396825396825
1,2,3,4,1,4,4,1,1,4,2,3,1,1,4,4,40,63.49206349206349
1,1,4,1,1,1,1,4,1,4,3,4,4,1,1,1,33,52.38095238095238
1,1,2,4,4,1,4,4,3,4,2,2,3,4,4,4,47,74.6031746031746
1,3,2,4,1,1,4,1,3,2,2,2,1,1,4,4,36,57.14285714285714
2,1,3,1,4,1,4,4,1,2,2,2,1,4,2,4,38,60.31746031746032
4,4,2,3,4,4,1,4,2,1,1,3,4,4,2,2,45,71.42857142857143
1,1,3,4,1,4,4,4,4,2,1,2,4,1,1,4,41,65.07936507936508
2,2,4,3,1,1,4,1,4,1,3,3,1,1,3,2,36,57.14285714285714
1,3,4,4,1,4,1,4,1,3,2,1,2,1,4,4,40,63.49206349206349
3,2,1,1,4,1,4,1,3,3,2,3,3,1,3,3,38,60.31746031746032
3,1,4,3,4,1,1,1,4,1,3,3,3,1,4,4,41,65.07936507936508
3,1,2,3,1,1,4,1,4,1,3,3,3,1,2,2,35,55.55555555555555
3,3,1,4,1,1,4,4,4,4,2,2,1,1,1,1,37,58.73015873015873
3,2,3,2,4,1,1,4,2,3,2,2,4,1,3,2,39,61.9047619047619
2,4,2,3,1,4,4,4,1,3,1,3,4,1,2,2,41,65.07936507936508
1,2,1,3,4,4,1,4,4,4,1,3,1,1,2,3,39,61.9047619047619
1,2,2,3,1,1,4,4,2,3,3,1,1,1,3,2,34,53.96825396825397
1,1,2,3,1,1,1,4,1,1,3,2,2,4,2,3,32,50.79365079365079
1,2,2,2,4,4,1,1,4,2,2,2,1,1,4,4,37,58.73015873015873
3,2,4,4,1,1,4,4,1,2,1,1,1,1,3,2,35,55.55555555555555
4,3,4,3,4,1,1,4,2,3,3,4,2,4,3,4,49,77.77777777777777
1,4,4,1,1,4,1,1,4,1,2,3,2,4,4,4,41,65.07936507936508
2,2,3,3,4,1,4,4,4,1,2,1,3,4,2,4,44,69.84126984126983
2,1,3,1,1,1,1,4,2,4,1,1,4,4,3,2,35,55.55555555555555
4,4,4,4,1,4,4,4,4,3,1,1,1,4,4,3,50,79.36507936507937
3,4,1,1,1,1,4,4,3,3,3,1,2,1,4,4,40,63.49206349206349
3,3,3,2,4,1,1,1,2,2,1,4,4,4,4,2,41,65.07936507936508
4,3,2,2,1,4,4,4,3,2,2,4,4,4,4,3,50,79.36507936507937
1,4,3,1,4,4,1,4,2,1,3,4,1,1,4,4,42,66.66666666666666
3,1,4,2,4,4,1,1,2,1,3,3,2,4,4,4,43,68.25396825396825
4,4,4,1,4,4,4,1,4,3,2,1,1,1,3,2,43,68.25396825396825
1,2,3,4,4,1,4,4,2,4,3,3,1,1,1,4,42,66.66666666666666
3,1,2,4,1,1,4,4,1,4,3,1,4,1,1,1,36,57.14285714285714
2,1,1,3,4,4,4,4,1,4,2,2,1,4,3,3,43,68.25396825396825
4,2,4,1,4,1,4,4,2,2,3,2,3,1,4,3,44,69.84126984126983
3,4,3,1,1,4,1,1,2,1,3,2,1,4,4,1,36,57.14285714285714
2,4,3,2,1,1,4,1,3,3,2,2,3,1,1,4,37,58.73015873015873
4,4,1,3,1,1,4,4,2,3,3,4,4,4,3,1,46,73.01587301587301
1,3,3,4,1,1,1,4,2,4,3,2,1,1,3,2,36,57.14285714285714
1,3,2,1,4,1,4,1,2,1,1,4,4,1,4,4,38,60.31746031746032
3,4,1,3,4,4,1,1,1,3,1,3,3,4,2,2,40,63.49206349206349
4,2,4,2,4,1,1,1,3,3,2,4,1,1,4,4,41,65.07936507936508
1,1,2,1,1,4,1,4,4,3,1,1,2,4,2,3,35,55.55555555555555
2,4,3,3,1,4,4,1,3,3,1,3,3,1,3,4,43,68.25396825396825
3,4,4,4,4,4,1,4,3,4,1,3,4,4,3,1,51,80.95238095238095
2,4,4,1,1,1,1,4,1,1,2,3,2,4,2,1,34,53.96825396825397
1,3,4,4,1,1,4,4,4,2,3,4,1,4,2,4,46,73.01587301587301
3,2,2,2,1,1,1,1,1,4,3,3,3,1,4,2,34,53.96825396825397
